Company Name,Company Address,website,HR Email,Sales BEST,Sales BETTER,Sales EXCLUDE,Company Careers Page,Company Products/Services Page,Instagram,Facebook,X,description,skill_id
Cabra Los Angeles,"1060 S Broadway, Los Angeles, CA 90015, USA",https://cabralosangeles.com/,info@cabralosangeles.com,,info@cabralosangeles.com; cbetancourt@bokagrp.comâ; press@bokagrp.com; cbetancourt@bokagrp.com; reservations@cabralosangeles.com,,,https://cabralosangeles.com/menus; https://cabralosangeles.com/menus#main,,,,"Cabra, Los Angeles | Rooftop Dining | The Hoxton, Downtown LA skip to main menus about gallery private dining contact reserve Welcome Part of The Hoxton, Downtown LA, Cabra is a spirited rooftop dining and drinking destination inspired by the vibrant flavors of Peruvian cuisine. About Us Know more about us Menu Dedicated to delight you Locate Us Visit us today Happenings Jot down these fantastic events! RIng in the new year December 31st Get ready to ring in the New Year on a deliciously high note at Cabra! Indulge in a flavorful, chef-crafted prix fixe dinner at $95, festive cocktails, and join us for a bubbly toast at midnight â all against the backdrop of the best city views. Plus, a DJ will be spinning tunes all night long, ensuring a night of celebration you won't forget! Our Ã la carte menu and additional sparkling wine options by the glass and by the bottle will be available for purchase. Reserve your table Give More, Get More Now Through December 25th â Put a smile on their",
DAMA Fashion District - Downtown LA Restaurant & Bar,"612 E 11th St, Los Angeles, CA 90015, USA",https://damafashiondistrict.com/,reservations@damafashiondistrict.com,,reservations@damafashiondistrict.com; pablo@damafashiondistrict.com; marketing@happytoserveyou.com; pablo@damafashiondistrict.com; events@damafashiondistrict.com; info@damafashiondistrict.com,,,http://damafashiondistrict.com/?page_id=314; https://damafashiondistrict.com/cocktails-spirits/; http://damafashiondistrict.com/?page_id=311; https://damafashiondistrict.com/food/; https://damafashiondistrict.com/about/; https://damafashiondistrict.com/menus/,https://www.instagram.com/damafashiondistrict,https://www.facebook.com/DAMAfashiondistrict,https://twitter.com/damafashiondist,"DAMA - Latin American Restaurant | Downtown LA Fashion District Skip to content DAMA Black Market Liquor Bar The Local Peasant Scopa Italian Roots The Chestnut Club Old Lightning Antonia Lofaso Catering Chefletics Our Concepts DAMA Latin American Restaurant Downtown LA – Fashion District Home Menus Dinner Menu Cocktails & Spirits Wine Reservations About Gift Cards Blog Press Contact Order Online Home Menus Dinner Menu Cocktails & Spirits Wine Reservations About Gift Cards Blog Press Contact Order Online DAMA is a Latin-inspired restaurant and bar with tropical deco design in LA’s Fashion District. Order Direct Delivery Pickup Cocktails & Spirits Drink Menu Food Food Menu Wine Wine Menu Our Location Address DAMA Fashion District 612 E 11th Street Los Angeles, CA 90015 Map It Phone (213) 741-0612 Our Hours Monday Dinner Menu 5PM-10PM Bar 5PM-10PM Tuesday Dinner Menu 5PM – 10PM Bar 5PM – 10PM Wednesday Dinner Menu 5PM-10PM Bar 5PM-10PM Thursday Dinner Menu 5PM-10PM Bar 5PM-10PM Friday Din",11
District,"Plaza Level in The Bloc, 700 W 7th St, Los Angeles, CA 90017, USA",http://www.districtdtla.com/,events@districtdtla.com,,events@districtdtla.com,,,https://www.districtdtla.com/wp-content/uploads/2024/06/Menu-District-Lunch-2...; https://www.districtdtla.com/wp-content/uploads/2024/10/New-Happy-Hour-Menu.pdf; https://www.districtdtla.com/wp-content/uploads/2024/06/Menu-District-Dinner-...; https://www.districtdtla.com/#modal-component-135; http://www.districtdtla.com/; https://www.districtdtla.com/wp-content/uploads/2024/06/Menu-Breakfast-2024.pdf; https://www.districtdtla.com/?p=669#modal-component-135; https://www.districtdtla.com/?p=669; http://www.districtdtla.com/#modal-component-135; https://www.districtdtla.com/,https://instagram.com/districtdtla/,https://www.facebook.com/DistrictDTLA,https://twitter.com/DistrictDTLA,"District Restaurant on the Bloc in Downtown LA Order Online Reservations Menus BREAKFAST MENU LUNCH MENU DINNER MENU HAPPY HOUR MENU Reservations Reservations are accepted on Open Table or by phone at 213-612-3185 Hours Breakfast: Monday – Friday, 6:30 a.m. – 10:30 a.m. Saturday & Sunday, 7:00 a.m. – 10:30 a.m. Lunch & Dinner: Monday – Thursday, 11:30am – 11:00pm Bar service: Friday – Sunday, 11:30am – 12:00am Daily Happy Hour: Daily, 3:00 p.m. – 7:00 p.m. Order Online Private Events Adjoining the dining room is our highly adaptable PRIVATE DINING ROOM that can seat up to 22 guests for dinner or up to 50 guests for a stunning cocktail reception. For corporate meetings, the Board Room set-up can accommodate private gatherings for up to 16 guests. To receive more information about our private event options, please contact us: EMAIL US Visit Located on the *Plaza Level* inside * The Bloc* at *700 W 7th St, Los Angeles, CA 90017*. VIEW MAP DISTRICT offers discounted validated Self-Parking ",
Bavel,"500 Mateo St #102, Los Angeles, CA 90013, USA",https://baveldtla.com/,events@delanonna.com,,events@delanonna.com; info@delanonna.com; info@baveldtla.com; reservations@baveldtla.com; events@baveldtla.com; events@delanonna.com; press@baveldtla.com,,,https://baveldtla.com/menu/; http://baveldtla.com/menu/,http://www.instagram.com/baveldtla/,http://www.facebook.com/Baveldtla,,"Bavel DTLA | Bavel Restaurant Reservations Reservations Date Hour 5:00pm 6:00pm 7:00pm 8:00pm 9:00pm 10:00pm 11:00pm People 1 2 3 4 5 6 7 8 Find a table Visit OpenTable directly close ✕ Bavel Restaurant in Downtown LA Skip to Content About Menu Events Contact Gift Cards Reservations Reservations Bavel Restaurant Bavel, in Downtown Los Angeles’ Arts District, is a Middle Eastern restaurant from Chefs Ori Menashe and Genevieve Gergis. Our menu Our menu is meant to be a feast that everyone at the table joins. Bavel bridges together fresh ingredients with slow cooking techniques, incorporating aromatic woods, spices, pickling, smoke, and herbs. We serve different versions of flatbreads and spreads, chef’s selection of cured Middle Eastern meats, cold and hot small plates highlighting vegetables, with large format meat and fish dishes. Our desserts take flavors and ingredients found in the Middle East and build on their traditions with a touch of modernity. Learn More Contact 500 Mateo St, ",
De La Nonna,"710 E 4th Pl, Los Angeles, CA 90013, USA",http://delanonna.com/,events@delanonna.com,,events@delanonna.com; info@delanonna.com; bbevents@casetta.com; bbinfo@delanonna.com; bbinfo@delanonna.com; bbevents@casetta.com; events@delanonna.com; press@delanonna.com,o@u.rub; 1@9i.jd,,http://delanonna.com/events; http://delanonna.com/s/DeLaNonnaDrinkMenu-12-7-21-16.pdf; http://delanonna.com/menus; http://delanonna.com/menus#page; http://delanonna.com/s/Dinner-Menu-1-15-25.pdf,https://www.instagram.com/p/DDIGQ8CSZwy/,,,"De La Nonna 0 Skip to Content Menus About Locations Big Bear Lake, CA Events Merch! Gift Cards Contact Open Menu Close Menu Menus About Locations Big Bear Lake, CA Events Merch! Gift Cards Contact Open Menu Close Menu Menus About Folder: Locations Back Big Bear Lake, CA Events Merch! Gift Cards Contact NOW OPEN SUNDAYS ! 12pm - 6pm Book your De La Nonna reservation on Resy Order Food Delivery with DoorDash HAPPY HOUR IS HERE 4-6pm Everyday HAPPY HOUR MENU Book your next Holiday Party or Event with us! Email us at: Events@delanonna.com “Everyone deserves a seat at Nonna’s table.” - DLN Newsletter Stay up to date on all things Nonna! Email Address Sign Up We respect your privacy. Thank you! Hours of Operation: Arts District, LA TUES - THURS 12PM - 10PM FRI & SAT 12PM - 11PM SUN 12PM - 6PM Slice Window: FRI & SAT 11PM - 1AM Hours of Operation: Big Bear Lake, CA SUN - THURS 11AM - 9PM FRI & SAT 11AM - 10PM HAPPY HOUR EVERDAY! 3PM - 6PM De La Nonna 710 E 4th Pl Los Angeles, CA 90013 info@de",
Eggslut,"317 S Broadway, Los Angeles, CA 90013, USA",https://grandcentralmarket.com/vendors/eggslut/,info@grandcentralmarket.com,,info@grandcentralmarket.com,,,,https://www.instagram.com/grandcentralmarketla/,https://www.facebook.com/GrandCentralMarket/,https://x.com/eggslutofficial,"Eggslut – Grand Central Market Vendors Events The Bazaar Info Visit the Market History Contact Event Spaces Shop Theater Apartments Back to Vendors Eggslut Eggslut is a chef driven, gourmet food concept inspired by passion for eggs. Quite simply, an ‘eggslut’ is someone who loves eggs. Order online Social Media Opening Hours Monday through Sunday: 8 AM – 2 PM Contact (213)-625-0292 View location in market Please enable JavaScript in your browser to complete this form. Please enable JavaScript in your browser to complete this form. Consent to our Subscribe to our newsletter * Consent * By clicking submit you agree to our T&C’s Submit Visit the market 317 South Broadway Los Angeles, California 90013 Monday - Sunday: 8AM - 9PM Parking Garage: 308 South Hill Street Get Directions Shop Contact Apartments Press & Media Million Dollar Theater Privacy Policy Terms Cookies Accessibility Site Credits © 2025 Grand Central Market. All Rights Reserved. I Grand Central Market is owned and operated b",
LA Prime Steakhouse,"404 S Figueroa St, Los Angeles, CA 90071, USA",https://www.laprimesteakhouse.com/?utm_source=google&utm_medium=Yext,rexlene.della@westinbonaventure.com,,rexlene.della@westinbonaventure.com,,,https://www.laprimesteakhouse.com/our-menus,https://www.instagram.com/laprimesteakhouse/,https://www.facebook.com/laprimesteakhouse/,https://twitter.com/,"HOME | LA Prime Award-Winning Steakhouse Skip to main content Menu Close Home Photos Our Menus BonaVista Lounge Meet The Chef Contact & Location Reserve booking widget RESERVATION: +1 (213) 612-4743 1 / 3 Next Play Pause Slider Restaurant Hours - Open hours list Scroll Our Menus View Our Menus View Our Menus of Our Menus BonaVista Lounge BonaVista Lounge located on the 34th Floor of The Westin Bonaventure Hotel and Suites, is the only revolving cocktail lounge in Downtown Los Angeles. Serving specialty drinks in souvenir glassware, this is sure to be an experience that you won't forget More Info More Info of BonaVista Lounge Next Slide Reviews You're certain to enjoy spectacular panoramic views of downtown Los Angeles at this upscale steakhouse on the 35th floor of the Westin Bonaventure Hotel and Suites. LA Prime is an award-winning restaurant that's received honors such as Wine Spectator Award of Excellence. USA's Best Steakhouses 2022 All steaks originate from Chicago stockyards. Th",
Maccheroni Republic,"332 S Broadway, Los Angeles, CA 90013, USA",http://www.maccheronirepublic.com/,maccheronirepublicdtla@gmail.com,,,maccheronirepublicdtla@gmail.com,https://maccheronirepublic.com/careers/#connect; https://maccheronirepublic.com/careers/,https://maccheronirepublic.com/privacy-policy/#connect; https://maccheronirepublic.com/privacy-policy/,https://www.instagram.com/maccheronirepublic/,https://www.facebook.com/maccheronirepublic,,Error: 406 Client Error: Not Acceptable for url: https://www.maccheronirepublic.com/,
San Laurel,"100 S Grand Ave, Los Angeles, CA 90012, USA",https://www.sanlaurel.com/,info@thinkfoodgroup.com,,info@thinkfoodgroup.com; laxav.pdr@conradhotels.com; digital@thinkfoodgroup.com,,https://www.sanlaurel.com/terms/; https://www.sanlaurel.com/privacy/,https://www.sanlaurel.com/menus/#breakfast; https://www.sanlaurel.com/menus/#main-content; https://www.sanlaurel.com/privacy/; https://www.sanlaurel.com/menus/#dinner; https://www.sanlaurel.com/menus/#beverage; https://www.sanlaurel.com/menus/; https://www.sanlaurel.com/menus/#lunch; https://www.sanlaurel.com/terms/,https://www.instagram.com/sanlaurelbyjose/,https://www.facebook.com/sanlaurelbyjose,,"San Laurel | A José Andrés Restaurant | Los Angeles Skip to main content Menus Our Story Hours & Location Discover Reservations Toggle Navigation Menus Our Story Hours & Location Discover Privacy Terms Accessibility Reservations Mailing List Facebook Instagram powered by BentoBox Home Main content starts here, tab to start navigating CALIFORNIA FLAVOR WITH A SPANISH ACCENT San Laurel, from Michelin-starred chef José Andrés at Conrad Los Angeles, builds a culinary bridge between the Iberian Peninsula and Southern California. Using the freshest sustainable produce from local farmers’ markets in Los Angeles, our cuisine marries bold, beautiful Spanish flavors with the bounty of the Golden State. Named for the aromatic bay laurel, itself a transplant from the Mediterranean to coastal California, San Laurel’s inspiration stretches from Spain to the glimmering shores of the Pacific. MAKE RESERVATIONS Join our newsletter to stay informed on everything happening at San Laurel Facebook Instagra",
Rossoblu,"1124 San Julian St, Los Angeles, CA 90015, USA",https://www.rossoblula.com/,info@rossoblula.com,,info@rossoblula.com,,,https://www.rossoblula.com/menus; https://www.rossoblula.com/summer-cocktail-menu,https://www.instagram.com/rossoblula/,,,"Rossoblu Los Angeles | Authentic Italian Restaurant open Cart 0 Sign In My Account HOME INFO MENU UPCOMING EVENTS PRIVATE EVENTS Tables That Serve close Sign In My Account Cart 0 HOME INFO MENU UPCOMING EVENTS PRIVATE EVENTS Tables That Serve Welcome to Rossoblu Make your Reservation Rossoblu is a celebration of the two places Chef Steve calls home: Los Angeles and Bologna. Rooted in his heritage and childhood memories, Rossoblu is dedicated to honoring the rich traditions of Emilia-Romagna, bringing its authentic flavors and techniques to life in the heart of Los Angeles. Tagliatelle al Matarello with Ragu Bolognese Beef Tartare and Roasted Bone Marrow Mafaldine with Dungenes Crab 20 oz Dry-Aged Bone in Ribeye Rabbit Cappellacci Local Bluefin Tuna Crudo Chicken Liver Fettunta Braised Beef Meatballs Rabbit Cappellacci with Fork Wood-Grilled and Stuffed Surf Clam Wood-Fired and Market-Inspired. Pasta Hand Rolled Daily. MAKE A RESERVATION LEARN TO MAKE PASTA WITH CHEF STEVE “ immense hig",
Camphor,"923 E 3rd St Suite 109, Los Angeles, CA 90013, USA",http://www.camphor.la/,events@camphor.la,,events@camphor.la; info@camphor.la; info@orsaandwinston.com,pr@camphor.la,,http://www.camphor.la/accessibility; http://www.camphor.la/about; http://www.camphor.la/about#page,https://www.instagram.com/camphorla/,,,CAMPHOR Skip to Content Open Menu Close Menu Home Reservations About Contact Shop Le Merch Accessibility 0 0 Open Menu Close Menu Home Reservations About Contact Shop Le Merch Accessibility 0 0 Home Reservations About Contact Folder: Shop Back Le Merch Accessibility SUBSCRIBE,
Orsa & Winston,"FARMERS AND MERCHANTS BANK BUILDING, 122 4th St, Los Angeles, CA 90013, USA",http://orsaandwinston.com/,info@orsaandwinston.com,,info@orsaandwinston.com,,,http://orsaandwinston.com/accessibility,https://www.instagram.com/orsaandwinston/,,,"Orsa & Winston HOME RESERVATIONS GIFT CARDS FAQ Menu HOME RESERVATIONS GIFT CARDS FAQ Italian- & Japanese-inspired 122 W 4th Street Los Angeles, CA 90013 Tuesday — Saturday 5pm — 10pm 5-Course Tasting Menu | Omakase $150 per person +1 213 687 0300 info@orsaandwinston.com © 2022 | instagram | accessibility RESERVATIONS Back to Top Enable JavaScript to ensure website accessibility",
Mercado La Paloma,"3655 S Grand Ave # 280, Los Angeles, CA 90007, USA",http://www.mercadolapaloma.com/,moises@mercadolapaloma.com,,moises@mercadolapaloma.com; moises@esperanzacommunityhousing.org; daniel@mercadolapaloma.com,donaji.oaxacancrafts@gmail.com; komalmolino@gmail.com,,http://www.mercadolapaloma.com/taqueria-vista-hermosa; http://www.mercadolapaloma.com/holbox,https://www.instagram.com/mercadolapaloma/,https://www.facebook.com/mercadolapalomaLA,,Mercado la Paloma Intro Donors Roll Home Restaurant View All Restaurants Komal Chichen Itza Holbox Oaxacalifornia Cafe & Juice Bar Oaxacalifornia Kitchen Taqueria Vista Hermosa Thai Corner Food Express Shops View All Shops Donaji Oaxacan Crafts Gloria's Alterations Joe's Sports World Quest Taxes & Insurance About Us Mission & Values Creating Local Economies Building Community Promoting Arts & Culture Events Directions & Parking Contact Us Donate Intro Donors Roll Home Restaurant View All Restaurants Komal Chichen Itza Holbox Oaxacalifornia Cafe & Juice Bar Oaxacalifornia Kitchen Taqueria Vista Hermosa Thai Corner Food Express Shops View All Shops Donaji Oaxacan Crafts Gloria's Alterations Joe's Sports World Quest Taxes & Insurance About Us Mission & Values Creating Local Economies Building Community Promoting Arts & Culture Events Directions & Parking Contact Us Donate Eat at the Mercado. Shop the Mercado. Learn about us. About Mercado La Paloma Mercado La Paloma is located in the Figu,
