Company Name,Company Address,Company Website,HR Email,Company Careers Page,Company Products/Services Page,Instagram,Facebook,X,Best Email,Better Email,Excluded Email,Sales BEST,Sales BETTER,Sales EXCLUDE
Centinela Feed & Pet Supplies,"11055 W Pico Blvd, Los Angeles, CA 90064, USA",http://www.centinelafeed.com/,,,https://www.centinelafeed.com/test_table.html?lang=default; http://www.centinelafeed.com/#maincontent; https://www.centinelafeed.com/Get-Help.html?lang=default; http://www.centinelafeed.com/shop/dog/?lang=default; https://www.centinelafeed.com/giftcertpurchase?lang=default; https://www.centinelafeed.com/stores...; http://www.centinelafeed.com/shop/?lang=default; http://www.centinelafeed.com/shop/dog/dog_dogfood/dog-dry-food/?lang=default; http://www.centinelafeed.com/#footercontent; https://www.centinelafeed.com/on/demandware.store/Sites-CentinelaFeed-Site/de...; https://www.centinelafeed.com/cart?lang=default; http://www.centinelafeed.com/shop/dog/dog_dogfood/canned-dog-food/?lang=default; http://www.centinelafeed.com/; http://www.centinelafeed.com/?lang=default; http://www.centinelafeed.com/shop/dog/dog_dogfood/?lang=default,https://www.instagram.com/centinelafeed/?hl=en,https://www.facebook.com/CentinelaFeedPetSupplies/,,,,,,,
The Urban Pet,"7515 Beverly Blvd, Los Angeles, CA 90036, USA",http://theurbanpet.net/,info@theurbanpet.net,,None found,https://www.instagram.com/theurbanpet/,https://www.facebook.com/theurbanpetla,https://twitter.com/theurbanpet,,,,,info@theurbanpet.net,
Allan's Pet Center - East LA,"1256 S Atlantic Blvd, East Los Angeles, CA 90022, USA",https://allanspetcenter.com/allans-pet-center-east-los-angeles/,,,,https://www.instagram.com/allanspetcenter/,https://www.facebook.com/Allans-Pet-Center-120844824593344/,,,,,,,
"The Urban Pet Glassell Park, Eagle Rock","4032 Eagle Rock Blvd, Los Angeles, CA 90065, USA",http://theurbanpet.net/,info@theurbanpet.net,,None found,https://www.instagram.com/theurbanpet/,https://www.facebook.com/theurbanpetla,https://twitter.com/theurbanpet,,,,,info@theurbanpet.net,
PET ZONE,"3536 E Cesar E Chavez Ave, Los Angeles, CA 90063, USA",,,,,,,,,,,,,
The Urban Pet West Hollywood,"1128 N La Brea Ave N. La Brea Ave, West Hollywood, CA 90038, USA",http://theurbanpet.net/,info@theurbanpet.net,,None found,https://www.instagram.com/theurbanpet/,https://www.facebook.com/theurbanpetla,https://twitter.com/theurbanpet,,,,,info@theurbanpet.net,
Ramirez Pet Shop,"1741 Firestone Blvd, Los Angeles, CA 90001, USA",https://4animalsnearme.com/pet/ramirez-pet-shop/,,,https://4animalsnearme.com/pet/colorado/; https://4animalsnearme.com/pet/alabama/; https://4animalsnearme.com/; https://4animalsnearme.com/pet/district-of-columbia/; https://4animalsnearme.com/pet/california/; https://4animalsnearme.com/pet/ramirez-pet-shop/; https://4animalsnearme.com/pet/connecticut/; https://4animalsnearme.com/pet/arkansas/; https://4animalsnearme.com/pet/alaska/; https://4animalsnearme.com/pet/florida/; https://4animalsnearme.com/pet/delaware/; https://4animalsnearme.com/pet/arizona/; https://4animalsnearme.com/pet/ramirez-pet-shop/#content; https://4animalsnearme.com/pet/,,,,,,,,,
ROCK DOG AND CAT,"1916 Colorado Blvd STE A, Los Angeles, CA 90041, USA",https://www.rockdogandcat.net/,rockdogandcat1916@gmail.com,,https://www.rockdogandcat.net/monthly-deals#page; https://www.rockdogandcat.net/#page; https://www.rockdogandcat.net/; https://www.rockdogandcat.net/monthly-deals,https://www.instagram.com/rockdogandcatinc/,,https://twitter.com/RockDogandCat1,,,,,,rockdogandcat1916@gmail.com
Birdman Pet Shop,"3520 N Figueroa St, Los Angeles, CA 90042, USA",https://www.birdsexotics.com/,info@birdsexotics.com,,,,,,,,,,info@birdsexotics.com,y5@c.fk
For Pets Only,"1903 Hillhurst Ave, Los Angeles, CA 90027, USA",https://forpetonly.com/,support@forpetonly.com,,https://forpetonly.com; https://forpetonly.com/?add-to-cart=13389; https://forpetonly.com/?add-to-cart=13387; https://forpetonly.com/product/truck-with-trailer/; https://forpetonly.com/; https://forpetonly.com/?add-to-cart=13388; https://forpetonly.com/about-us/; https://forpetonly.com/product/tipper-car-with-blocks/; https://forpetonly.com/product/wooden-truck/,https://www.instagram.com/forpetsonly/?hl=en,https://www.facebook.com/forpetsonlyny/,https://twitter.com/intent/tweet?text=Wooden%20truck&url=https://forpetonly.com/product/wooden-truck/,,,,,support@forpetonly.com; support@forpetonly.com,
Pet Express,"2590 Glendale Blvd, Los Angeles, CA 90039, USA",http://www.petexpressla.com/,,,,,,,,,,,,
PETNJOY LA,"637 E El Segundo Blvd, Los Angeles, CA 90059, USA",https://petnjoyla.com/,,,,https://www.instagram.com/petsmart,https://www.facebook.com/PetSmart,https://twitter.com/petsmart,,,,,,
PetSmart,"4550 W Pico Blvd, Los Angeles, CA 90019, USA",https://www.petsmart.com/stores/us/ca/los-angeles-store2324.html?utm_source=google&utm_medium=organic&utm_campaign=google-my-business,,,None found,https://www.instagram.com/petsmart,https://www.facebook.com/PetSmart,https://twitter.com/petsmart,,,,,,
Pet Food Express,"9153 W Olympic Blvd, Beverly Hills, CA 90212, USA",https://www.petfood.express/,,,https://www.petfood.express/#main-content; https://www.petfood.express/autodelivery; https://www.petfood.express/shop/dog/flea-tick/; https://www.petfood.express/shop-all/; https://www.petfood.express/shop/dog/apparel-accessories/; https://www.petfood.express/; https://www.petfood.express/dog/food/; https://www.petfood.express/dog/treats/; https://www.petfood.express/shop/dog/supplements-vitamins/; https://www.petfood.express/cat/food/; https://www.petfood.express/shop/dog/; https://www.petfood.express/dog/toys/; https://www.petfood.express/shop/cat/; https://www.petfood.express/shop/dog/supplies/; https://www.petfood.express/shop/dog/grooming-pet-health/,https://www.instagram.com/petfoodexpress,https://www.facebook.com/petfoodexpress/,,,,,,,
Puppy Land,"2921 W Olympic Blvd, Los Angeles, CA 90006, USA",http://www.puppylandla.com/,jessicak_____@gmail.com,,,,,,,,,,marco____@aol.com; lilli_____@aol.com; dan_______@sbcglobal.net; fields____@aol.com; mdp____@lasd.org,jessicak_____@gmail.com; li___@hotmail.com; leena_____@yahoo.com; barbara______@yahoo.com; cam____@gmail.com; lo____@yahoo.com; stephanie____@yahoo.com; nataliep____@yahoo.com; patriciaholz____@hotmail.com; grace.______@gmail.com; fires_____@yahoo.com; christine_____@yahoo.com; bradleyv_____@yahoo.com; gymc____@yahoo.com; jsha___@hotmail.com; j_____yi@gmail.com; heather_______@yahoo.com; cocin_____@hotmail.com; letishag_____@yahoo.com; popthe_____@hotmail.com; spat_____@yahoo.com
BlueCollar Working Dog,"1320 Glendale Blvd, Los Angeles, CA 90026, USA",http://www.bluecollarworkingdog.com/,team@bluecollarworkingdog.com,,,https://www.instagram.com/bluecollarworkingdog/,https://www.facebook.com/bluecollarworkingdog/,,,,,,,team@bluecollarworkingdog.com
N&J Pet Shop,"6001 S Vermont Ave, Los Angeles, CA 90044, USA",,,,,,,,,,,,,
Centinela Feed & Pet Supplies,"1164 S Robertson Blvd #1404, Los Angeles, CA 90035, USA",https://www.centinelafeed.com/on/demandware.store/Sites-CentinelaFeed-Site/default/Stores-Show?storeID=17,,,https://www.centinelafeed.com/on/demandware.store/Sites-CentinelaFeed-Site/de...; https://www.centinelafeed.com/on/demandware.store/Sites-CentinelaFeed-Site/de...; https://www.centinelafeed.com/test_table.html?lang=default; https://www.centinelafeed.com/on/demandware.store/Sites-CentinelaFeed-Site/de...; https://www.centinelafeed.com/Get-Help.html?lang=default; https://www.centinelafeed.com/shop/dog/dog_dogfood/canned-dog-food/?lang=default; https://www.centinelafeed.com/shop/?lang=default; https://www.centinelafeed.com/?lang=default; https://www.centinelafeed.com/giftcertpurchase?lang=default; https://www.centinelafeed.com/stores...; https://www.centinelafeed.com/shop/dog/dog_dogfood/dog-dry-food/?lang=default; https://www.centinelafeed.com/cart?lang=default; https://www.centinelafeed.com/on/demandware.store/Sites-CentinelaFeed-Site/de...; https://www.centinelafeed.com/shop/dog/dog_dogfood/?lang=default; https://www.centinelafeed.com/shop/dog/?lang=default,https://www.instagram.com/centinelafeed/?hl=en,https://www.facebook.com/CentinelaFeedPetSupplies/,,,,,,,
Animal Kingdom SM,"300 Pico Blvd, Santa Monica, CA 90405, USA",http://www.animalkingdomsm.net/,contact@animalkingdomsm.net,,,https://www.instagram.com/p/DK6lZQDNkt4/,https://www.facebook.com/AnimalKingdomSantaMonica,,,,,,contact@animalkingdomsm.net,
California Pet Center,"21906 Ventura Blvd, Woodland Hills, CA 91364, USA",https://www.calpetcenter.com/,,,,https://www.instagram.com/californiapetcenter/,https://www.facebook.com/CalPetCenter/,,,,,,,
Healthy Spot,"2550 Glendale Blvd, Los Angeles, CA 90039, USA",https://healthyspot.com/,,,https://healthyspot.com/collections/subscribe-save/Dog; https://healthyspot.com/collections/dog-food/Air-Dried; https://healthyspot.com/cart; https://healthyspot.com/collections/best-seller/Dog; https://healthyspot.com/; https://healthyspot.com/#main; https://healthyspot.com/collections/dog-food/Dehydrated; https://healthyspot.com/collections/new-arrivals/Dog; https://healthyspot.com/collections/sale/Dog; https://healthyspot.com/collections/dog-food; https://healthyspot.com/account/login; https://healthyspot.com/collections/dog; https://healthyspot.com/collections/packs-bundles/Dog; https://healthyspot.com/collections/dog-food/Dry-Food; https://healthyspot.com/collections/dog-food/Freeze-Dried,https://www.instagram.com/healthyspot/?hl=en,https://www.facebook.com/HealthySpot/,https://twitter.com/healthyspot,,,,,,
Petco,"200 S La Brea Ave ste c, Los Angeles, CA 90036, USA",https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-908.html,,,https://stores.petco.com/ca/losangeles/vaccinations-losangeles-ca-908.html; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-908.html...; https://stores.petco.com/ca/losangeles/full-service-grooming-losangeles-ca-21...; https://stores.petco.com/ca/losangeles/aquatics-department-losangeles-ca-908....; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-908.html...; https://stores.petco.com/ca/losangeles; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-2135.html; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-908.html...; https://stores.petco.com/ca/losangeles/dog-training-losangeles-ca-908.html; https://stores.petco.com/ca/losangeles/dog-training-losangeles-ca-2135.html; https://stores.petco.com/ca; https://stores.petco.com/us; https://stores.petco.com/ca/losangeles/full-service-grooming-losangeles-ca-90...; https://stores.petco.com/ca/losangeles/pet-supplies-losangeles-ca-908.html; https://stores.petco.com/,https://instagram.com/petco,https://www.facebook.com/PETCO,https://x.com/PETCO,,,,,,
Puppyroo Fashion,"321 E 11th St, Los Angeles, CA 90015, USA",,,,,,,,,,,,,
Olympic Pet Shop,"2927 W Olympic Blvd, Los Angeles, CA 90006, USA",http://beametier.com/,info@beametier.com,,http://beametier.com/shop-all; http://beametier.com/monthly-subscription; http://beametier.com/food-toppers; http://beametier.com/apparel-1; http://beametier.com/; http://beametier.com/apparel; http://beametier.com/treats; http://beametier.com/apparel-men; http://beametier.com/teeth-cleaning; http://beametier.com/digestive-health; http://beametier.com/allergies; http://beametier.com/choc-lick; http://beametier.com/#page; http://beametier.com/skin-coat; http://beametier.com/joint-health,http://instagram.com/bea.metier,https://www.facebook.com/profile.php?id=100089552990704,http://twitter.com/beametier,,,,,info@beametier.com; info@beametier.com,
Mung Pet Shop,"184 S Western Ave, Los Angeles, CA 90004, USA",,,,,,,,,,,,,
Jack's Pet Shop,"2636 Pasadena Ave, Los Angeles, CA 90031, USA",,,,,,,,,,,,,
Tailwaggers West Hollywood,"801 N Fairfax Ave #108, West Hollywood, CA 90046, USA",https://www.tailwaggerspets.com/,info@tailwaggerspets.com,,https://www.tailwaggerspets.com/collections/dog; https://www.tailwaggerspets.com/collections/cat; https://www.tailwaggerspets.com/account; https://www.tailwaggerspets.com/cart; https://www.tailwaggerspets.com/account/register; https://www.tailwaggerspets.com/pages/daycare; https://www.tailwaggerspets.com/collections/bird; https://www.tailwaggerspets.com/collections/small-animal; https://tailwaggerspets.com/pages/gift-cards; https://www.tailwaggerspets.com/; https://www.tailwaggerspets.com/collections; https://tailwaggerspets.com/collections/sale; https://www.tailwaggerspets.com/pages/grooming; https://www.tailwaggerspets.com/account/login; https://www.tailwaggerspets.com/a/pages/locations,https://www.instagram.com/tailwaggerspets/?hl=en,https://www.facebook.com/TailwaggersPetFoodandSupplies/,,,,,,info@tailwaggerspets.com,
Tailwaggers & Tailwashers Hollywood,"1929 N Bronson Ave, Los Angeles, CA 90068, USA",https://www.tailwaggerspets.com/,info@catsanddogsla.com,,https://www.tailwaggerspets.com/collections/dog; https://www.tailwaggerspets.com/collections/cat; https://www.tailwaggerspets.com/account; https://www.tailwaggerspets.com/cart; https://www.tailwaggerspets.com/account/register; https://www.tailwaggerspets.com/pages/daycare; https://www.tailwaggerspets.com/collections/bird; https://www.tailwaggerspets.com/collections/small-animal; https://tailwaggerspets.com/pages/gift-cards; https://www.tailwaggerspets.com/; https://www.tailwaggerspets.com/collections; https://tailwaggerspets.com/collections/sale; https://www.tailwaggerspets.com/pages/grooming; https://www.tailwaggerspets.com/account/login; https://www.tailwaggerspets.com/a/pages/locations,https://www.instagram.com/tailwaggerspets/?hl=en,https://www.facebook.com/TailwaggersPetFoodandSupplies/,,,,,,info@catsanddogsla.com; info@tailwaggerspets.com,
Tong's Tropical Fish & Pets,"1002 W 43rd St, Los Angeles, CA 90037, USA",,,,,,,,,,,,,
Cats & Dogs,"2833 Hyperion Ave, Los Angeles, CA 90027, USA",https://www.catsanddogsla.com/,info@tailwaggerspets.com,,https://www.catsanddogsla.com/about.html; https://www.catsanddogsla.com/,https://instagram.com/catsanddogsla,https://www.facebook.com/catsanddogsla,,,,,,info@tailwaggerspets.com,
Tailwaggers & Tailwashers Larchmont Village,"147 N Larchmont Blvd, Los Angeles, CA 90004, USA",https://www.tailwaggerspets.com/,info@tailwaggerspets.com,,https://www.tailwaggerspets.com/collections/dog; https://www.tailwaggerspets.com/collections/cat; https://www.tailwaggerspets.com/account; https://www.tailwaggerspets.com/cart; https://www.tailwaggerspets.com/account/register; https://www.tailwaggerspets.com/pages/daycare; https://www.tailwaggerspets.com/collections/bird; https://www.tailwaggerspets.com/collections/small-animal; https://tailwaggerspets.com/pages/gift-cards; https://www.tailwaggerspets.com/; https://www.tailwaggerspets.com/collections; https://tailwaggerspets.com/collections/sale; https://www.tailwaggerspets.com/pages/grooming; https://www.tailwaggerspets.com/account/login; https://www.tailwaggerspets.com/a/pages/locations,https://www.instagram.com/tailwaggerspets/?hl=en,https://www.facebook.com/TailwaggersPetFoodandSupplies/,,,,,,info@tailwaggerspets.com,
La Periquita Petshop,"3825 Whittier Blvd, Los Angeles, CA 90023, USA",http://laperiquitapetshop.com/,,,http://laperiquitapetshop.com/faq,https://www.instagram.com/la_periquita_petshop?igshid=MzRlODBiNWFlZA==,https://www.facebook.com/profile.php?id=100088638910702&mibextid=ZbWKwL,,,,,,,
34 PET GROOMING,"3438 W Slauson Ave, Los Angeles, CA 90043, USA",,,,,,,,,,,,,
John's Feed 2,"2048 E Florence Ave, Los Angeles, CA 90001, USA",http://www.johnsfeed2.com/,,,,https://www.instagram.com/johnsfeed2/,https://www.facebook.com/JohnsFeed/,,,,,,,
My Pet Naturally,"3240 Pico Blvd, Santa Monica, CA 90405, USA",http://www.mypetnaturally.com/,hello@maedayrescue.com,,https://mypetnaturally.com/brands-we-carry/; https://mypetnaturally.com/product-category/food/; https://mypetnaturally.com/?page_id=15836; https://mypetnaturally.com/chicken-care/; https://mypetnaturally.com/pet-supplements/; http://www.mypetnaturally.com/; https://mypetnaturally.com/shop/; https://mypetnaturally.com/blog/; https://mypetnaturally.com; https://mypetnaturally.com/about-my-pet-naturally/,https://www.instagram.com/mypetnaturally/,https://www.facebook.com/MyPetNaturally,,,,,sales@mypetnaturally.com,hello@maedayrescue.com,maedayoutpost@gmail.com
Maeday Outpost,"610 N Hoover St, Los Angeles, CA 90004, USA",http://www.maedayoutpost.com/,hello@maedayrescue.com,,http://www.maedayoutpost.com/#FAQ; http://www.maedayoutpost.com/products#CatTreats; http://www.maedayoutpost.com/products#Supplies; http://www.maedayoutpost.com/services; http://www.maedayoutpost.com/products#CatFood; http://www.maedayoutpost.com/products#DogTreats; http://www.maedayoutpost.com/; http://www.maedayoutpost.com/products; http://www.maedayoutpost.com/products#Toys; http://www.maedayoutpost.com/events; http://www.maedayoutpost.com/about; http://www.maedayoutpost.com/news; http://www.maedayoutpost.com/products#Supplements; http://www.maedayoutpost.com/products#DogFood; http://www.maedayoutpost.com/home,https://www.instagram.com/maedayoutpost,,,,,,,hello@maedayrescue.com,maedayoutpost@gmail.com
Centinela Feed & Pet Supplies,"1505 W Olive Ave, Burbank, CA 91506, USA",http://www.centinelafeed.com/,,,https://www.centinelafeed.com/test_table.html?lang=default; http://www.centinelafeed.com/#maincontent; https://www.centinelafeed.com/Get-Help.html?lang=default; http://www.centinelafeed.com/shop/dog/?lang=default; https://www.centinelafeed.com/giftcertpurchase?lang=default; https://www.centinelafeed.com/stores...; http://www.centinelafeed.com/shop/?lang=default; http://www.centinelafeed.com/shop/dog/dog_dogfood/dog-dry-food/?lang=default; http://www.centinelafeed.com/#footercontent; https://www.centinelafeed.com/on/demandware.store/Sites-CentinelaFeed-Site/de...; https://www.centinelafeed.com/cart?lang=default; http://www.centinelafeed.com/shop/dog/dog_dogfood/canned-dog-food/?lang=default; http://www.centinelafeed.com/; http://www.centinelafeed.com/?lang=default; http://www.centinelafeed.com/shop/dog/dog_dogfood/?lang=default,https://www.instagram.com/centinelafeed/?hl=en,https://www.facebook.com/CentinelaFeedPetSupplies/,,,,,,,
